,Season,Wteam,Lteam,win_seed,loss_seed,seed_diff,diff_WinLossPct,diff_AvgPts,diff_PtDiff,diff_AvgRebounds,diff_AvgAssists,diff_AvgTurnovers,diff_AvgFouls,diff_FGPct,diff_FTPct,diff_ThPct,diff_AvgStealsPlusBlocks,diff_AvgPtsAgainst,diff_OppFGPct,diff_OppThPct,Result
29,2003,1409,1173,13,4,9,-0.12,1,68,0,-1,1,0,0.010000000000000009,0.010000000000000009,0.0,4,-1,-0.019999999999999962,-0.06,1
30,2003,1458,1451,5,12,-7,-0.09999999999999998,-4,145,1,-1,-2,-4,-0.009999999999999953,0.010000000000000009,0.019999999999999962,2,-9,-0.030000000000000027,-0.009999999999999953,1
31,2003,1458,1409,5,13,-8,0.050000000000000044,-3,93,-3,-1,-4,-3,0.0,0.010000000000000009,0.0,-3,-7,0.02999999999999997,0.030000000000000027,1
32,2003,1120,1386,10,7,3,-0.16000000000000003,0,-193,1,-1,3,-2,0.019999999999999962,-0.020000000000000018,-0.02999999999999997,1,6,0.04999999999999999,0.0,1
33,2003,1120,1448,10,2,8,-0.19999999999999996,-8,-177,-6,-1,0,-2,0.009999999999999953,-0.08999999999999997,0.0,3,-2,0.019999999999999962,-0.010000000000000009,1
34,2003,1139,1280,12,5,7,0.13,-2,-78,-8,-2,-5,1,0.010000000000000009,0.039999999999999925,0.04999999999999999,-4,0,0.04999999999999999,0.019999999999999962,1
35,2003,1139,1257,12,4,8,0.029999999999999916,-13,-179,-9,-4,-3,-6,0.019999999999999962,0.020000000000000018,0.030000000000000027,-3,-8,0.04999999999999999,0.04999999999999999,1
36,2003,1196,1358,2,15,-13,-0.010000000000000009,4,172,-1,1,-2,-3,0.019999999999999962,0.0,0.030000000000000027,-2,-1,0.02999999999999997,0.020000000000000018,1
37,2003,1231,1104,7,10,-3,0.020000000000000018,1,-7,-1,1,-2,0,0.010000000000000009,0.0,0.02999999999999997,-1,2,-0.010000000000000009,-0.040000000000000036,1
38,2003,1246,1237,1,16,-15,0.32000000000000006,6,403,3,3,-1,-2,0.03999999999999998,0.010000000000000009,0.010000000000000009,2,-6,-0.07,-0.02999999999999997,1
39,2003,1246,1428,1,9,-8,0.14,11,228,3,3,2,-3,0.02999999999999997,0.010000000000000009,-0.020000000000000018,4,4,0.0,0.010000000000000009,1
40,2003,1246,1458,1,5,-4,0.15000000000000002,7,81,3,3,4,3,0.02999999999999997,-0.030000000000000027,0.0,3,6,-0.020000000000000018,-0.010000000000000009,1
41,2003,1257,1122,4,13,-9,0.06000000000000005,12,347,2,3,-2,4,0.010000000000000009,0.010000000000000009,0.010000000000000009,0,1,-0.02999999999999997,-0.06,1
42,2003,1268,1423,6,11,-5,-0.12,9,37,7,4,3,1,0.0,0.010000000000000009,0.030000000000000027,6,7,-0.020000000000000018,0.010000000000000009,1
43,2003,1268,1462,6,3,3,-0.1499999999999999,2,22,2,2,1,4,0.010000000000000009,-0.050000000000000044,0.040000000000000036,9,1,-0.02999999999999997,-0.010000000000000009,1
44,2003,1277,1160,7,10,-3,-0.040000000000000036,-8,25,-9,0,0,3,0.010000000000000009,0.04999999999999993,0.03999999999999998,-2,-10,0.0,0.0,1
45,2003,1277,1196,7,2,5,-0.16000000000000003,-8,-154,-1,-3,1,4,-0.02999999999999997,0.020000000000000018,-0.020000000000000018,-1,-4,-0.019999999999999962,0.010000000000000009,1
46,2003,1277,1268,7,6,1,-0.07000000000000006,-13,-196,-7,-5,0,1,-0.010000000000000009,0.030000000000000027,-0.030000000000000027,-7,-6,0.020000000000000018,0.030000000000000027,1
47,2003,1329,1335,6,11,-5,-0.1200000000000001,-2,-102,3,-2,1,3,-0.02999999999999997,-0.04999999999999993,-0.02999999999999997,5,3,-0.010000000000000009,-0.010000000000000009,1
48,2003,1338,1447,2,15,-13,0.18999999999999995,-1,346,1,1,1,0,0.030000000000000027,-0.08999999999999997,-0.020000000000000018,2,-13,-0.08000000000000002,-0.08000000000000002,1
49,2003,1338,1231,2,7,-5,0.24,4,360,0,4,4,-1,0.07,-0.06999999999999995,0.010000000000000009,3,-9,-0.02999999999999997,0.010000000000000009,1
50,2003,1345,1261,9,8,1,-0.040000000000000036,-2,-138,0,-4,0,3,-0.04999999999999999,0.09999999999999998,-0.04999999999999999,-2,3,0.0,-0.02999999999999997,1
51,2003,1393,1264,3,14,-11,0.039999999999999925,4,52,5,1,-1,-5,0.019999999999999962,-0.10000000000000009,-0.019999999999999962,2,2,-0.02999999999999997,-0.010000000000000009,1
52,2003,1393,1329,3,6,-3,0.14,12,107,4,2,-1,-4,0.02999999999999997,0.039999999999999925,-0.04999999999999999,1,7,0.0,-0.020000000000000018,1
53,2003,1393,1120,3,10,-7,0.19999999999999996,10,160,5,1,-2,0,0.0,0.029999999999999916,-0.010000000000000009,2,4,-0.02999999999999997,-0.020000000000000018,1
54,2003,1393,1328,3,1,2,0.029999999999999916,9,-34,4,0,2,-2,0.019999999999999962,-0.020000000000000018,-0.06,5,9,-0.010000000000000009,-0.020000000000000018,1
55,2003,1393,1400,3,1,2,0.039999999999999925,2,11,-1,0,0,-4,0.019999999999999962,-0.020000000000000018,-0.019999999999999962,5,1,-0.019999999999999962,-0.03999999999999998,1
56,2003,1393,1242,3,2,1,0.05999999999999994,-1,-153,0,-2,-1,0,-0.020000000000000018,0.019999999999999907,-0.010000000000000009,0,3,-0.019999999999999962,-0.04999999999999999,1
57,2003,1400,1421,1,16,-15,0.34,7,495,5,1,-3,1,0.020000000000000018,-0.050000000000000044,-0.010000000000000009,0,-10,-0.050000000000000044,-0.020000000000000018,1
58,2003,1400,1345,1,9,-8,0.15000000000000002,7,103,6,2,0,1,0.010000000000000009,-0.040000000000000036,0.019999999999999962,0,3,0.0,0.02999999999999997,1
59,2003,1400,1163,1,5,-4,0.09000000000000008,-2,26,0,-1,-2,2,-0.019999999999999962,0.039999999999999925,-0.040000000000000036,-3,-3,0.02999999999999997,0.02999999999999997,1
60,2003,1400,1277,1,7,-6,0.18000000000000005,11,91,8,1,-1,0,0.0,-0.020000000000000018,-0.020000000000000018,0,8,0.009999999999999953,0.009999999999999953,1
61,2003,1428,1332,9,8,1,0.050000000000000044,-16,-62,-3,-4,-3,0,0.0,-0.08000000000000007,-0.010000000000000009,-2,-13,-0.020000000000000018,-0.02999999999999997,1
62,2003,1448,1190,2,15,-13,0.19999999999999996,-1,253,3,0,-3,-1,0.0,0.010000000000000009,0.0,-5,-10,-0.03999999999999998,-0.019999999999999962,1
63,2003,1462,1407,3,14,-11,0.0,-1,104,-2,1,0,-1,0.020000000000000018,0.06000000000000005,0.02999999999999997,-6,-5,-0.010000000000000009,-0.020000000000000018,1
64,2004,1197,1250,16,16,0,-0.17000000000000004,7,-117,1,0,2,3,-0.010000000000000009,-0.010000000000000009,0.0,-1,10,0.040000000000000036,-0.02999999999999997,1
65,2004,1104,1356,8,9,-1,-0.27,1,-105,-1,-3,1,-1,0.010000000000000009,0.010000000000000009,0.04999999999999999,-4,5,-0.010000000000000009,0.03999999999999998,1
66,2004,1104,1390,8,1,7,-0.38,-1,-259,-1,-5,0,1,-0.02999999999999997,-0.050000000000000044,0.010000000000000009,-1,7,0.02999999999999997,0.009999999999999953,1
67,2004,1104,1393,8,5,3,-0.16000000000000003,0,-33,-5,-4,1,1,-0.010000000000000009,0.05999999999999994,0.07,-5,1,0.019999999999999962,0.06,1
68,2004,1163,1436,2,15,-13,0.08999999999999997,13,371,7,4,1,1,0.04999999999999999,-0.06000000000000005,0.07,5,1,-0.06,0.0,1
69,2004,1163,1177,2,7,-5,0.12,9,404,8,5,0,-1,0.010000000000000009,-0.07999999999999996,0.040000000000000036,6,-4,-0.04999999999999999,-0.03999999999999998,1
70,2004,1163,1435,2,6,-4,0.12,6,227,7,2,1,-1,0.02999999999999997,-0.08999999999999997,0.040000000000000036,3,-1,-0.03999999999999998,-0.02999999999999997,1
71,2004,1163,1104,2,8,-6,0.22999999999999998,7,362,9,7,0,-2,0.02999999999999997,-0.07999999999999996,0.020000000000000018,5,-4,-0.04999999999999999,-0.02999999999999997,1
72,2004,1163,1181,2,1,1,-0.020000000000000018,0,27,7,4,-1,-2,0.010000000000000009,-0.10999999999999999,0.030000000000000027,-2,-1,-0.03999999999999998,-0.010000000000000009,1
73,2004,1163,1210,2,3,-1,0.09999999999999998,1,155,6,3,-2,-5,0.010000000000000009,-0.06999999999999995,0.030000000000000027,1,-4,-0.020000000000000018,0.030000000000000027,1
74,2004,1177,1173,7,10,-3,-0.050000000000000044,3,-28,-2,-1,-1,0,0.019999999999999962,0.029999999999999916,0.02999999999999997,1,3,0.010000000000000009,0.02999999999999997,1
75,2004,1181,1106,1,16,-15,0.30999999999999994,18,448,2,4,-3,0,0.04999999999999999,0.06999999999999995,0.03999999999999998,6,4,0.0,-0.019999999999999962,1
76,2004,1181,1371,1,8,-7,0.15999999999999992,7,254,-1,1,1,0,0.009999999999999953,0.010000000000000009,0.020000000000000018,7,0,0.009999999999999953,0.030000000000000027,1
77,2004,1181,1228,1,5,-4,0.039999999999999925,7,181,2,-2,2,-1,0.009999999999999953,0.030000000000000027,0.02999999999999997,6,2,-0.010000000000000009,0.0,1
78,2004,1181,1462,1,7,-6,0.14,9,207,0,1,2,2,0.02999999999999997,0.04999999999999993,0.0,7,2,-0.010000000000000009,0.040000000000000036,1
79,2004,1211,1434,2,15,-13,0.3400000000000001,10,452,0,3,-3,-7,0.07,0.050000000000000044,0.09999999999999998,1,-6,-0.03999999999999998,0.02999999999999997,1
80,2004,1264,1196,12,5,7,0.15999999999999992,-2,81,-1,-6,-1,2,-0.03999999999999998,0.010000000000000009,-0.010000000000000009,4,-6,0.0,0.0,1
81,2004,1268,1431,4,13,-9,-0.13,2,-71,8,-2,2,2,-0.02999999999999997,-0.12,-0.04999999999999999,6,4,-0.019999999999999962,0.02999999999999997,1
82,2004,1305,1277,10,7,3,0.10999999999999999,4,161,9,0,-1,-2,-0.03999999999999998,-0.06000000000000005,-0.06,3,-1,-0.040000000000000036,-0.03999999999999998,1
83,2004,1305,1211,10,2,8,-0.20000000000000007,-7,-196,0,-4,0,3,-0.04999999999999999,-0.050000000000000044,-0.06999999999999995,1,1,0.03999999999999998,-0.03999999999999998,1
84,2004,1314,1102,6,11,-5,-0.15000000000000002,23,-60,18,5,5,2,-0.019999999999999962,-0.029999999999999916,-0.030000000000000027,3,25,-0.010000000000000009,0.06,1
85,2004,1371,1112,8,9,-1,-0.009999999999999898,-15,-45,-1,-5,-1,2,-0.019999999999999962,-0.07000000000000006,-0.030000000000000027,-2,-14,-0.03999999999999998,-0.06,1
86,2004,1386,1251,1,16,-15,0.4099999999999999,9,402,-5,3,-4,-2,0.04999999999999999,0.019999999999999907,0.10999999999999999,0,-6,-0.03999999999999998,-0.04999999999999999,1
87,2004,1386,1403,1,8,-7,0.27,4,233,-2,2,-1,1,0.019999999999999962,-0.040000000000000036,0.06999999999999995,1,-5,-0.03999999999999998,-0.08999999999999997,1
88,2004,1386,1448,1,4,-3,0.2799999999999999,-6,227,-5,1,-4,-3,0.010000000000000009,-0.010000000000000009,0.02999999999999997,0,-14,-0.04999999999999999,-0.08999999999999997,1
89,2004,1390,1427,1,16,-15,0.4,1,403,-2,4,-4,-2,0.04999999999999999,0.050000000000000044,0.010000000000000009,1,-12,-0.02999999999999997,0.0,1
90,2004,1393,1140,5,12,-7,0.050000000000000044,0,-13,7,1,-2,-2,-0.02999999999999997,-0.08999999999999997,-0.03999999999999998,4,1,-0.04999999999999999,-0.050000000000000044,1
91,2004,1393,1268,5,4,1,0.12,-5,3,-3,1,-3,-2,0.020000000000000018,0.010000000000000009,-0.020000000000000018,-1,-5,0.0,-0.08000000000000002,1
92,2004,1400,1343,3,14,-11,0.040000000000000036,15,174,11,0,-2,1,-0.03999999999999998,-0.029999999999999916,0.019999999999999962,1,10,-0.009999999999999953,0.0,1
93,2004,1400,1314,3,6,-3,0.13,-6,109,1,-5,-4,1,-0.020000000000000018,0.0,0.010000000000000009,-3,-9,-0.03999999999999998,-0.03999999999999998,1
94,2004,1403,1150,8,9,-1,-0.030000000000000027,-6,-6,-6,-2,-3,-2,0.010000000000000009,0.09999999999999998,0.0,0,-5,0.020000000000000018,0.03999999999999998,1
95,2004,1448,1433,4,13,-9,-0.08999999999999997,13,12,0,2,-1,3,0.0,0.10999999999999999,-0.010000000000000009,2,12,0.03999999999999998,0.010000000000000009,1
96,2004,1448,1264,4,12,-8,-0.1499999999999999,9,-87,3,5,2,0,0.02999999999999997,-0.050000000000000044,0.010000000000000009,-1,12,0.030000000000000027,0.03999999999999998,1
97,2004,1130,1428,6,11,-5,-0.020000000000000018,4,-66,3,3,-1,-2,-0.019999999999999962,-0.029999999999999916,-0.07,3,6,-0.009999999999999953,0.010000000000000009,1
98,2004,1153,1190,4,13,-9,-0.029999999999999916,-1,197,-1,1,-4,3,0.0,-0.010000000000000009,0.030000000000000027,-4,-8,-0.02999999999999997,0.010000000000000009,1
99,2004,1210,1320,3,14,-11,0.030000000000000027,9,230,3,2,3,5,0.02999999999999997,-0.050000000000000044,0.020000000000000018,6,2,-0.02999999999999997,-0.040000000000000036,1
100,2004,1210,1130,3,6,-3,0.0,10,185,1,0,2,6,0.019999999999999962,0.009999999999999898,0.04999999999999999,3,4,-0.010000000000000009,-0.030000000000000027,1
101,2004,1210,1305,3,10,-7,-0.010000000000000009,3,65,-1,1,2,3,0.009999999999999953,-0.020000000000000018,0.02999999999999997,2,1,-0.02999999999999997,-0.020000000000000018,1
102,2004,1210,1242,3,4,-1,0.010000000000000009,4,158,0,-2,1,1,0.009999999999999953,-0.020000000000000018,0.03999999999999998,2,-1,-0.010000000000000009,-0.040000000000000036,1
103,2004,1210,1329,3,2,1,-0.18000000000000005,0,-70,2,-1,2,2,-0.040000000000000036,-0.010000000000000009,-0.010000000000000009,2,4,-0.02999999999999997,-0.020000000000000018,1
104,2004,1228,1293,5,12,-7,-0.029999999999999916,-8,-50,-4,-2,-1,1,-0.03999999999999998,-0.010000000000000009,0.010000000000000009,-1,-7,-0.010000000000000009,0.010000000000000009,1
105,2004,1228,1153,5,4,1,0.0,-4,-128,-2,0,0,0,0.0,0.029999999999999916,-0.03999999999999998,-2,0,0.02999999999999997,0.0,1
106,2004,1242,1227,4,13,-9,-0.06000000000000005,4,-45,2,3,2,3,0.0,0.07999999999999996,-0.06,1,6,-0.02999999999999997,-0.02999999999999997,1
107,2004,1242,1334,4,12,-8,-0.06000000000000005,5,26,5,3,0,4,-0.009999999999999953,-0.030000000000000027,-0.02999999999999997,2,5,0.0,0.0,1
108,2004,1242,1412,4,9,-5,0.020000000000000018,0,-32,1,0,1,0,0.020000000000000018,0.05999999999999994,0.0,-4,1,-0.019999999999999962,0.020000000000000018,1
109,2004,1246,1197,1,16,-15,0.4,1,366,-2,3,-2,-3,0.06,-0.010000000000000009,0.0,2,-11,-0.04999999999999999,-0.010000000000000009,1
110,2004,1272,1376,7,10,-3,0.050000000000000044,3,-55,2,0,-1,0,-0.020000000000000018,-0.010000000000000009,0.02999999999999997,-2,3,0.010000000000000009,0.07,1
111,2004,1280,1284,2,15,-13,0.22999999999999998,9,243,5,0,2,-1,0.04999999999999999,-0.08999999999999997,0.0,3,0,-0.010000000000000009,-0.010000000000000009,1
112,2004,1301,1418,3,14,-11,0.0,-3,70,-2,-2,-1,0,-0.010000000000000009,0.1100000000000001,-0.02999999999999997,-1,-4,-0.020000000000000018,-0.020000000000000018,1
113,2004,1329,1186,2,15,-13,0.33000000000000007,8,362,5,1,-2,-1,0.030000000000000027,0.0,0.0,4,-5,-0.04999999999999999,-0.03999999999999998,1
114,2004,1329,1272,2,7,-5,0.15000000000000002,5,201,-3,2,1,1,0.09000000000000002,0.039999999999999925,0.020000000000000018,-1,-2,0.019999999999999962,-0.04999999999999999,1
115,2004,1329,1338,2,3,-1,0.020000000000000018,10,6,0,1,1,5,0.030000000000000027,0.04999999999999993,0.07,1,7,0.03999999999999998,0.010000000000000009,1
116,2004,1329,1386,2,1,1,-0.05999999999999994,1,-41,3,0,2,2,0.030000000000000027,0.0,-0.02999999999999997,-1,2,0.02999999999999997,0.03999999999999998,1
117,2004,1334,1344,12,5,7,0.06000000000000005,-2,-40,-1,-1,0,0,0.019999999999999962,0.020000000000000018,-0.010000000000000009,-5,-1,-0.019999999999999962,0.0,1
118,2004,1338,1416,3,14,-11,0.050000000000000044,-2,168,-1,-1,-3,-4,0.019999999999999962,-0.06999999999999995,-0.03999999999999998,-3,-6,-0.020000000000000018,-0.030000000000000027,1
119,2004,1338,1458,3,6,-3,0.07999999999999996,0,50,3,2,3,-1,0.02999999999999997,-0.06999999999999995,-0.020000000000000018,1,0,-0.03999999999999998,-0.030000000000000027,1
120,2004,1412,1449,9,8,1,0.05999999999999994,-7,123,-1,1,-2,-1,-0.020000000000000018,-0.05999999999999994,-0.02999999999999997,5,-11,-0.040000000000000036,-0.030000000000000027,1
121,2004,1412,1246,9,1,8,-0.18000000000000005,1,-91,1,2,-1,2,-0.02999999999999997,-0.04999999999999993,-0.019999999999999962,4,5,0.019999999999999962,-0.010000000000000009,1
122,2004,1435,1444,6,11,-5,-0.17000000000000004,-6,-125,-1,1,-1,-2,-0.010000000000000009,-0.010000000000000009,-0.020000000000000018,0,-1,-0.020000000000000018,0.019999999999999962,1
123,2004,1435,1301,6,3,3,0.010000000000000009,0,37,4,2,-1,-1,0.0,-0.09000000000000008,0.019999999999999962,2,-1,-0.010000000000000009,0.03999999999999998,1
124,2004,1458,1350,6,11,-5,0.17000000000000004,4,182,-3,1,-4,-3,0.040000000000000036,0.0,0.020000000000000018,-2,-3,0.02999999999999997,0.07,1
125,2004,1462,1257,7,10,-3,0.010000000000000009,-3,-93,-1,-2,-1,-4,0.020000000000000018,-0.06999999999999995,0.02999999999999997,-4,2,0.03999999999999998,-0.020000000000000018,1
126,2004,1462,1280,7,2,5,-0.19000000000000006,-7,-37,-3,0,-3,0,-0.02999999999999997,0.020000000000000018,0.020000000000000018,-4,-4,0.010000000000000009,-0.06,1
127,2004,1462,1400,7,3,4,-0.07000000000000006,-7,-56,-5,0,1,-3,0.0,0.0,0.010000000000000009,-1,-4,0.019999999999999962,-0.020000000000000018,1
128,2005,1324,1105,16,16,0,-0.17000000000000004,1,-128,-4,1,-3,-2,0.04999999999999999,0.050000000000000044,0.030000000000000027,-5,6,0.04999999999999999,0.08000000000000002,1
129,2005,1112,1429,3,14,-11,0.04999999999999993,7,-146,4,-1,2,3,-0.06000000000000005,0.09000000000000008,0.010000000000000009,3,12,0.04999999999999999,0.020000000000000018,1
130,2005,1112,1412,3,11,-8,0.1399999999999999,2,140,2,1,1,-3,0.019999999999999962,0.08000000000000007,0.050000000000000044,-3,-2,0.0,-0.019999999999999962,1
131,2005,1112,1329,3,2,1,0.029999999999999916,1,-21,3,0,1,-2,-0.030000000000000027,0.010000000000000009,-0.009999999999999953,2,4,-0.010000000000000009,-0.009999999999999953,1
132,2005,1130,1335,4,13,-9,0.15000000000000002,3,13,-1,3,-3,-5,0.010000000000000009,0.04999999999999993,-0.010000000000000009,0,3,0.009999999999999953,0.019999999999999962,1
133,2005,1153,1234,7,10,-3,0.10999999999999999,3,174,7,0,-1,-1,-0.020000000000000018,0.0,-0.030000000000000027,0,-3,-0.04999999999999999,0.0,1
134,2005,1211,1457,3,14,-11,0.030000000000000027,13,63,3,2,-1,-1,0.07,0.06999999999999995,0.030000000000000027,-2,10,0.009999999999999953,0.019999999999999962,1
135,2005,1228,1192,1,16,-15,0.36,3,470,-4,3,-2,-3,0.03999999999999998,0.04999999999999993,0.050000000000000044,0,-10,-0.050000000000000044,-0.010000000000000009,1
136,2005,1228,1305,1,9,-8,0.17999999999999994,8,367,-5,3,-3,0,0.02999999999999997,0.010000000000000009,0.13,0,-2,0.019999999999999962,0.04999999999999999,1
137,2005,1228,1454,1,12,-11,0.15999999999999992,4,306,-3,5,-2,-4,0.04999999999999999,0.020000000000000018,0.050000000000000044,0,-4,0.0,0.06,1
138,2005,1228,1112,1,3,-2,0.15000000000000002,-2,237,-3,2,-3,-1,0.020000000000000018,-0.06000000000000005,0.0,0,-9,-0.030000000000000027,0.019999999999999962,1
139,2005,1228,1257,1,4,-3,0.09999999999999998,-3,16,-4,3,-3,-3,0.02999999999999997,-0.010000000000000009,0.0,-2,-2,0.02999999999999997,0.04999999999999999,1
140,2005,1246,1184,2,15,-13,0.13,3,277,1,1,-1,-3,-0.009999999999999953,0.0,-0.019999999999999962,3,-6,-0.02999999999999997,-0.04999999999999999,1
141,2005,1246,1153,2,7,-5,0.05999999999999994,-3,-17,-6,0,0,-1,0.020000000000000018,-0.029999999999999916,-0.009999999999999953,1,-3,0.030000000000000027,-0.020000000000000018,1
142,2005,1246,1428,2,6,-4,0.0,6,42,2,1,-1,2,-0.04999999999999999,-0.06999999999999995,-0.02999999999999997,5,5,-0.02999999999999997,-0.02999999999999997,1
143,2005,1305,1400,9,8,1,0.13,-8,-38,0,2,0,-2,0.0,0.010000000000000009,-0.10999999999999999,1,-7,-0.010000000000000009,-0.010000000000000009,1
144,2005,1328,1310,3,14,-11,0.08000000000000007,-10,181,-6,0,1,-1,0.03999999999999998,-0.07999999999999996,0.020000000000000018,3,-15,-0.03999999999999998,-0.07,1
145,2005,1334,1338,8,9,-1,0.19000000000000006,0,-6,-3,-1,-1,-3,0.030000000000000027,0.08999999999999997,0.0,-2,1,0.009999999999999953,0.0,1
146,2005,1403,1417,6,11,-5,0.030000000000000027,3,167,-1,2,-4,-1,0.019999999999999962,0.040000000000000036,0.050000000000000044,3,-2,-0.010000000000000009,0.04999999999999999,1
147,2005,1403,1211,6,3,3,-0.18999999999999995,-2,-48,-1,1,-1,0,-0.040000000000000036,0.010000000000000009,0.010000000000000009,2,0,0.020000000000000018,0.030000000000000027,1
148,2005,1412,1261,11,6,5,-0.009999999999999898,2,65,-1,1,0,4,-0.010000000000000009,-0.030000000000000027,-0.020000000000000018,3,0,0.0,-0.020000000000000018,1
149,2005,1428,1431,6,11,-5,0.04999999999999993,-8,20,0,-2,2,-2,0.04999999999999999,-0.06000000000000005,0.0,-2,-10,-0.010000000000000009,0.009999999999999953,1
